,custid,low_volume_percent,middle_volume_percent,take_amount_in_later_12_month_highest,trans_amount_increase_rate_lately,trans_activity_month,trans_activity_day,trans_days_interval_filter,trans_days_interval,regional_mobility,repayment_capability,is_high_user,number_of_trans_from_2011,historical_trans_amount,historical_trans_day,rank_trad_1_month,trans_amount_3_month,avg_consume_less_12_valid_month,abs,avg_price_last_12_month,trans_top_time_last_1_month,trans_top_time_last_6_month,cross_consume_count_last_1_month,trans_fail_top_count_enum_last_1_month,trans_fail_top_count_enum_last_6_month,trans_fail_top_count_enum_last_12_month,consume_mini_time_last_1_month,max_cumulative_consume_later_1_month,max_consume_count_later_6_month,railway_consume_count_last_12_month,pawns_auctions_trusts_consume_last_1_month,pawns_auctions_trusts_consume_last_6_month,jewelry_consume_count_last_6_month,first_transaction_day,trans_day_last_12_month,apply_score,apply_credibility,query_org_count,query_finance_count,query_cash_count,query_sum_count,latest_one_month_apply,latest_three_month_apply,latest_six_month_apply,loans_score,loans_credibility_behavior,loans_count,loans_settle_count,loans_overdue_count,loans_org_count_behavior,consfin_org_count_behavior,loans_cash_count,latest_one_month_loan,latest_three_month_loan,latest_six_month_loan,history_suc_fee,history_fail_fee,latest_one_month_suc,latest_one_month_fail,loans_long_time,loans_credit_limit,loans_credibility_limit,loans_org_count_current,loans_product_count,loans_max_limit,loans_avg_limit,consfin_credit_limit,consfin_credibility,consfin_org_count_current,consfin_product_count,consfin_max_limit,consfin_avg_limit,latest_query_day,loans_latest_day,first_city,second_city,third_city,foreign_city,other_city
3460,198254,0.01,0.99,0,1.08,0.83,0.45,34,15,2,17110,0,19,335660,183,0.4,68870,7,4190,1210,12,15,0,2,9,9,1110417,1540,8,0,1480,28090,0,764,83,538,78,21,14,4,30,7,17,21,478,74,52,45,5,21,8,13,0,0,15,46,28,0,0,360,2400,72,13,14,3400,2069,7500,77,8,9,19800,7175,1,143,1,0,0,0,0
3461,1905562,0.07,0.93,2500,0.83,0.69,0.208,16,15,3,8920,0,18,31230,84,0.5,9150,7,3680,510,10,12,1,1,1,2,91163,760,3,0,840,6010,0,842,82,619,78,11,5,5,16,1,6,12,600,78,2,2,0,2,2,0,0,0,1,10,0,0,0,234,0,0,0,0,0,0,6200,78,2,2,16800,10800,25,144,0,0,1,0,0
3462,1790276,0.02,0.98,0,1.03,0.53,0.051,60,30,3,12360,0,19,32260,28,1,0,5,1120,1740,0,19,1,0,1,1,0,0,1,0,0,0,0,1249,185,550,75,3,1,0,4,0,3,3,510,77,17,13,2,6,2,4,0,1,6,20,7,1,0,331,2900,77,4,5,4300,2000,2700,77,2,2,4800,3600,35,74,1,0,0,0,0
3463,3137298,0.01,0.99,4500,5.26,1,0.187,59,36,1,12380,0,11,54970,62,0.9,4360,4,1750,1120,0,59,0,0,2,2,0,180,2,0,180,8500,0,407,90,543,84,3,0,1,3,1,2,2,511,77,16,15,1,7,4,3,1,2,4,23,5,1,0,359,1700,72,3,3,2200,1633,4700,82,4,4,7800,5250,24,2,1,0,0,0,0
3464,3181115,0.04,0.96,200,0.99,0.82,0.127,39,26,2,12360,0,18,36140,57,0.65,5880,5,460,840,0,39,1,0,1,2,0,820,5,0,0,6160,0,750,90,621,82,4,2,2,4,0,0,2,586,75,1,1,0,1,1,0,0,0,1,1,0,0,0,139,0,0,0,0,0,0,2700,75,1,1,2700,2700,168,139,1,0,0,0,0
3465,1464328,0.04,0.71,200,0.07,0.42,0.522,24,23,3,31870,0,16,451360,212,0.05,184990,7,12530,1160,7,24,3,0,5,5,16,60000,18,0,41100,120830,0,1208,82,545,73,20,11,7,27,8,21,21,524,76,73,60,3,22,8,14,3,11,17,73,40,1,9,359,2100,74,14,15,3200,1792,12700,79,8,10,20400,9150,-1,4,1,0,0,0,0
3466,3009725,0.02,0.98,0,0.74,0.71,0.418,25,45,2,6620,0,15,165570,143,0.4,26110,6,930,820,16,16,0,5,5,5,1360605,3290,5,0,0,17980,0,1060,82,574,79,9,4,5,10,1,4,7,533,77,73,50,9,18,10,8,1,2,23,64,46,1,0,340,1800,73,8,8,2500,1425,5200,81,10,11,12000,4270,10,7,1,0,0,0,0
3467,987060,0.05,0.95,1000,0.76,0.88,0.411,17,17,3,7270,0,37,146360,271,0.3,29550,7,4990,710,6,12,1,1,6,6,0,1680,4,0,2280,17700,0,1338,82,559,75,6,4,2,7,0,2,5,489,77,29,19,4,11,7,4,5,7,17,35,24,2,5,350,3200,72,4,5,3600,2275,4000,81,7,8,5400,3200,53,13,0,0,1,0,0
3468,552797,0.1,0.85,1000,0.83,1,0.547,11,7,1,11630,0,18,181300,238,0.2,72260,8,3070,510,4,6,2,4,4,4,16,5070,42,0,1750,19190,0,612,82,546,78,11,6,5,13,1,7,9,488,76,26,19,4,12,9,3,2,7,19,53,27,3,1,312,1100,73,3,3,3600,1866,4400,77,9,11,8400,4222,14,17,0,0,1,0,0
3469,523915,0.01,0.87,4000,2.23,0.69,0.358,16,15,3,9090,0,31,220360,191,0.35,36900,8,1290,1730,2,12,0,3,3,3,0,3990,4,0,0,6490,0,1441,83,503,76,13,6,7,19,0,6,16,455,74,29,25,3,13,5,8,0,4,14,30,17,0,0,337,3300,73,8,8,5700,2100,9200,80,5,6,20400,8340,59,59,1,0,0,0,0
3470,3138388,0.07,0.93,1000,2.33,0.53,0.333,22,11,3,9300,0,41,106520,305,0.45,18930,8,2830,580,4,11,0,2,2,2,320,2300,3,0,420,9880,0,2451,101,546,72,10,3,3,13,8,10,12,494,74,23,21,1,11,4,7,2,5,11,53,8,3,0,325,1400,72,7,8,2300,1142,2700,74,4,5,3900,1825,23,4,1,0,0,0,0
3471,2851096,0.01,0.99,200,1.3,0.89,0.391,54,27,1,7010,0,16,64550,171,0.75,10570,7,2860,1110,7,54,0,0,2,3,661,200,4,0,0,1400,0,627,88,640,74,10,5,2,13,5,7,11,616,74,20,19,0,7,3,4,0,0,4,21,9,0,0,338,2300,74,4,4,2700,1925,2800,70,3,3,3300,2900,9,136,1,0,0,0,0
3472,2330090,0.01,0.99,0,11,0.81,0.103,60,30,2,9240,0,13,16340,36,0.7,3280,5,650,620,0,60,0,1,1,2,0,580,1,0,0,580,0,543,82,625,54,2,0,1,2,0,1,1,590,74,9,9,0,4,2,2,0,0,3,12,3,0,0,357,1400,74,2,3,1700,1400,2400,77,2,2,4500,2750,45,133,0,0,1,0,0
3473,852895,0.01,0.99,0,0.92,0.71,0.319,12,12,2,7160,0,20,183570,157,0.4,44950,9,3210,1350,12,12,1,1,3,3,2135385,1780,4,0,0,5150,0,923,82,650,72,24,8,8,31,13,17,25,622,75,25,23,0,12,5,7,1,1,13,31,10,1,0,348,2200,72,7,7,3500,2114,7300,82,5,5,10200,6300,11,15,1,0,0,0,0
3474,2321861,0.02,0.98,0,0.45,0.79,0.173,69,72,2,11310,0,19,37020,70,0.45,2710,6,1260,1080,11,69,0,0,3,6,0,1500,1,0,0,6160,0,810,91,529,80,5,3,1,9,0,1,6,478,76,11,7,1,3,1,2,0,0,1,7,6,0,0,312,2300,75,2,2,3000,2600,19200,78,1,1,19200,19200,37,125,1,0,0,0,0
3475,2944719,0.01,0.99,200,1,0.34,0.466,14,11,4,16160,0,25,250920,189,0.45,12340,7,3540,960,13,13,0,1,10,10,632556,800,39,0,0,17650,0,2316,87,533,76,12,8,2,14,0,5,7,492,73,48,39,4,18,6,12,0,0,13,46,22,0,0,335,1900,71,12,14,2900,1716,7100,75,6,6,21600,7033,53,159,1,0,0,0,0
3476,1633858,0,1,200,0.93,0.45,0.6,48,33,3,48660,0,24,155420,236,0.5,22790,6,48620,1690,0,48,0,0,1,1,0,2420,3,0,0,18810,0,1677,83,675,83,8,1,2,11,5,8,9,663,76,51,51,0,11,4,7,1,4,9,54,4,0,0,351,2500,75,7,7,2800,1914,15300,80,4,4,20400,14550,23,2,1,0,0,0,0
3477,3027186,0,0.97,3300,0,0.58,0.336,36,35,3,10860,0,18,233420,127,0.35,44490,7,3110,1440,5,10,0,2,6,6,0,3320,6,0,3150,19600,0,994,95,486,73,16,5,7,18,6,12,14,464,74,46,43,2,16,5,11,2,5,16,51,7,1,4,349,2300,71,11,14,6900,2281,7400,79,5,5,16200,8000,6,8,1,0,0,0,0
3478,3197563,0.03,0.97,1900,0.71,0.92,0.127,36,31,3,9830,0,12,32290,44,0.65,8710,7,10,1020,0,32,0,0,1,1,0,960,3,0,0,0,0,459,98,528,78,1,1,0,1,0,1,1,490,75,11,11,1,6,2,4,0,1,8,11,0,0,0,293,2100,74,4,4,2300,1625,10100,77,2,2,12000,7800,56,81,0,0,1,0,0
3479,2394096,0.01,0.99,0,2.71,0.46,0.11,38,39,2,11410,0,12,20350,35,1,1210,6,330,840,0,29,0,0,0,2,0,0,2,0,0,0,0,894,122,618,83,2,0,1,2,0,0,1,578,74,5,3,0,3,1,2,0,0,3,3,2,0,0,357,1500,73,2,3,1800,1450,3600,78,1,1,3600,3600,162,148,1,0,0,0,0
3480,1994207,0.1,0.9,0,0.89,0.33,0.383,15,15,2,27450,0,13,160390,139,0.55,30410,10,2620,610,9,9,0,3,9,9,0,1090,10,0,40,7460,0,1296,83,582,71,10,5,4,10,2,4,10,541,74,31,27,1,16,6,10,1,1,17,57,21,0,0,350,1400,71,10,10,2500,1410,2100,76,6,8,6300,2916,27,23,0,0,1,0,0
3481,669588,0.02,0.93,0,0.68,0.44,0.502,22,12,3,3910,0,35,223150,276,0.25,38490,7,21140,1250,8,12,0,3,3,3,430442,3080,9,0,940,9250,0,2504,83,539,77,27,17,7,43,12,25,34,512,76,74,61,6,33,17,16,2,8,37,146,48,6,6,358,1700,73,16,16,3800,1450,11300,77,17,20,21600,8670,5,12,0,0,1,0,0
3482,3235948,0.04,0.96,500,0.88,0.79,0.225,22,23,3,6620,0,26,112210,125,0.3,25580,7,280,1130,10,13,0,2,3,3,0,2040,6,0,740,9520,0,1060,82,592,79,10,8,2,10,5,8,8,565,74,37,30,5,13,4,9,1,3,9,38,21,0,0,358,2100,73,9,9,2300,1955,11800,81,4,4,17400,8100,2,14,1,0,0,0,0
3483,3010078,0.03,0.97,2200,0.95,0.84,0.28,30,34,4,10230,0,16,103030,95,1,14210,5,3290,1020,0,30,0,0,3,3,0,0,5,0,0,1100,0,659,128,629,77,10,6,4,11,1,2,7,601,76,26,24,0,8,4,4,0,0,7,25,5,0,0,352,2600,74,4,4,4900,2575,11100,83,4,5,17400,8425,14,101,1,0,0,0,0
3484,1011867,0.01,0.75,11500,3.43,1,0.294,33,13,1,5040,0,21,151940,179,0.3,13860,8,18600,2520,18,19,0,0,2,2,1728713,3750,2,0,0,13560,0,714,84,545,74,25,13,7,46,10,21,41,510,78,23,21,1,10,5,5,1,5,13,39,7,6,0,318,4000,73,5,5,5000,2160,4100,81,5,6,4500,3660,1,27,1,0,0,0,0
3485,2571486,0.1,0.9,0,18.48,0.95,0.341,15,14,2,11550,0,21,110340,150,0.2,29910,6,320,690,9,11,2,1,4,4,20060,7030,5,0,190,13100,0,742,82,529,75,5,4,1,9,0,1,6,468,78,27,20,2,11,6,5,0,0,11,33,18,1,0,356,2300,76,5,5,4400,2080,10200,81,6,7,19200,7466,86,96,1,0,0,0,0
3486,308423,0.04,0.65,0,6.64,1,0.288,25,24,3,18510,0,22,210850,190,0.3,28020,7,1500,1420,19,25,1,1,6,6,81924,6450,2,0,0,16950,0,738,82,546,81,9,4,4,14,3,6,14,518,74,25,24,1,10,4,6,1,2,16,25,4,1,0,352,1700,70,6,6,6300,2533,16400,77,4,4,26400,11800,4,12,1,0,0,0,0
3487,1501150,0.01,0.99,0,2.36,1,0.083,44,29,3,8170,0,18,24240,40,0.4,5850,8,2060,890,19,35,0,1,1,5,78,3260,3,0,310,3390,0,599,87,626,80,10,4,3,13,7,9,10,613,69,3,3,0,2,1,1,0,1,1,4,1,0,0,232,500,70,1,1,500,500,2400,67,1,1,2400,2400,4,49,0,0,1,0,0
3488,1563611,0.01,0.99,200,0.37,0.65,0.511,25,20,4,4460,0,43,264430,315,0.1,81320,7,11350,1170,6,8,4,5,5,5,45,3490,6,0,5580,26080,0,2085,82,513,76,26,10,12,38,11,22,34,507,76,83,68,5,22,6,16,6,14,40,101,29,7,5,357,1900,72,16,17,3900,1687,24700,80,6,7,39600,13450,4,4,1,0,0,0,0
3489,2658029,0.02,0.7,20000,0.52,1,0.333,26,18,3,27500,0,20,360210,185,0.35,44810,8,15810,1640,9,10,0,0,6,6,19,1420,4,0,640,32970,0,661,85,594,76,7,5,2,7,0,1,3,572,75,38,38,2,13,6,7,2,3,15,40,5,1,0,350,3900,71,7,7,5900,3100,4100,80,6,6,5400,4600,85,9,1,0,0,0,0
3490,2601758,0.01,0.99,300,1.36,1,0.386,13,35,2,15920,0,10,182700,116,0.3,54080,6,260,1120,7,13,0,1,10,10,567346,1630,9,0,0,6210,0,363,85,544,79,23,11,10,31,1,9,23,506,76,69,63,2,27,7,20,0,0,31,74,22,0,0,358,1900,76,20,21,4400,1600,13500,78,7,7,20400,9557,11,103,0,0,1,0,0
3491,2767256,0,0.74,3600,4.96,1,0.157,16,15,1,10740,0,7,36850,33,1,0,5,790,1180,0,15,0,0,12,12,0,0,2,0,0,0,0,378,186,535,77,7,5,1,10,0,6,7,486,79,20,12,2,5,2,3,0,0,4,13,19,0,0,334,2100,80,3,4,2100,1733,7400,76,2,2,9600,5550,41,146,0,0,0,0,0
3492,1587154,0.02,0.98,3000,1.35,0.8,0.358,75,34,3,11740,0,16,140040,139,0.7,20250,7,940,850,1,35,0,2,4,4,0,480,6,0,0,23040,0,687,83,552,73,22,9,4,26,15,20,21,491,74,34,25,1,14,4,10,2,4,16,33,39,2,5,301,1700,72,10,13,2500,1640,2900,82,4,4,3600,2250,2,2,0,1,0,0,0
3493,165353,0.02,0.98,0,0.6,0.61,0.75,7,8,3,5170,0,48,880370,529,0.15,82600,5,2500,920,6,6,1,5,7,7,8040,4690,7,0,1240,49380,0,2478,82,663,75,29,20,7,41,5,14,27,660,72,105,90,0,19,6,13,8,21,53,212,50,20,2,360,2000,70,13,15,4100,1669,13800,77,6,7,38100,12000,3,3,1,0,0,0,0
3494,1634095,0.07,0.87,1000,0.2,0.64,0.447,20,14,2,7800,0,28,185190,209,0.4,27300,9,13870,760,4,20,0,1,2,2,247,1730,5,0,300,17220,0,1405,84,508,73,17,7,5,30,13,21,25,486,73,58,50,1,22,10,12,0,6,22,92,14,4,3,354,3000,69,12,13,5100,2083,10100,78,10,11,14400,5250,2,53,0,0,1,0,0
3495,2432543,0.04,0.88,1500,0.45,0.72,0.355,13,12,4,7730,0,31,159170,183,0.55,19240,5,3370,1020,10,13,0,1,2,2,0,1000,5,0,590,21320,0,1389,82,607,79,8,3,2,15,6,8,12,574,76,31,26,1,9,5,4,1,4,15,47,8,1,0,355,2800,71,4,4,3800,1850,7600,80,5,5,10800,4440,3,5,1,0,0,0,0
3496,2100449,0.01,0.99,200,0.1,1,0.214,49,22,1,17560,0,7,42830,45,1,0,3,1740,1290,0,7,1,0,3,3,0,0,2,0,0,4780,0,407,215,618,83,3,2,0,4,1,1,2,591,74,8,8,0,2,0,2,0,0,1,8,1,0,0,312,2500,74,2,2,2900,2200,0,0,0,0,0,0,14,133,1,0,0,0,0
3497,1939115,0,0.85,4200,0.95,0.79,0.263,17,59,4,19720,0,37,130060,150,1,8650,7,5160,1460,0,13,0,0,4,5,0,0,3,0,0,23800,0,1500,100,525,77,13,4,6,19,6,8,17,462,75,34,26,7,18,12,6,1,5,17,43,40,1,4,346,3400,72,6,7,6000,2366,6800,78,12,14,20400,7141,23,25,0,0,1,0,0
3498,1768116,0,1,7000,0.39,0.72,0.555,23,9,2,30690,0,36,189220,333,0.25,25300,6,32630,1110,6,18,1,5,8,8,347801,3630,3,0,4710,4710,0,1584,84,637,78,6,2,2,9,1,5,8,647,78,50,35,0,16,9,7,2,5,20,77,42,3,2,353,3900,73,7,7,7900,2714,7400,80,9,10,28800,9388,13,5,1,0,0,0,0
3499,2072022,0.05,0.95,0,3.88,1,0.325,29,22,3,10880,0,24,110090,144,0.2,34070,5,2190,570,4,12,2,0,3,3,7,2990,5,0,500,4940,0,784,82,656,72,7,4,3,16,3,11,14,638,78,24,23,0,10,9,1,0,3,14,51,1,1,0,336,1200,76,1,1,1200,1200,4900,79,9,11,21000,7100,26,55,1,0,0,0,0
3500,780705,0.03,0.88,500,0.92,1,0.725,10,9,2,25060,0,17,486680,331,0.2,90850,6,8070,1120,3,10,0,1,2,3,172885,5500,4,0,100,31410,0,576,83,651,74,17,8,8,24,5,10,16,636,73,62,58,0,17,6,11,4,8,30,71,10,3,4,356,2500,72,11,11,6900,2290,10300,78,6,7,20400,9950,5,1,1,0,0,0,0
3501,1224959,0.07,0.8,1000,1.05,0.85,0.211,32,24,3,9120,0,29,74540,117,0.6,16910,8,620,850,0,28,0,0,2,2,0,1160,4,0,220,3600,0,1102,83,637,73,18,10,7,22,9,9,14,611,72,10,9,0,6,2,4,2,2,5,9,1,1,1,237,2000,72,4,4,2200,1700,1700,75,2,2,3600,2300,4,1,0,0,1,0,0
3502,91964,0.04,0.96,3000,0.82,0.52,0.813,10,5,4,13750,0,37,565940,417,0.1,95120,5,12560,850,3,4,5,3,8,8,42,2900,6,0,2210,36930,0,2219,82,541,74,20,12,4,36,12,27,29,560,75,87,80,1,27,11,16,7,10,40,112,24,7,2,356,2100,73,16,16,4700,1881,11500,78,11,12,20400,7300,1,5,1,0,0,0,0
3503,273289,0.01,0.61,0,0.25,0.6,0.313,18,15,2,35150,0,31,343640,161,0.05,165110,8,4510,1650,2,18,1,0,4,8,4,48110,10,0,42350,122920,0,1642,102,550,76,6,3,2,10,0,5,7,500,75,56,41,4,21,5,16,0,1,28,52,47,2,0,352,1700,74,16,17,3000,1581,4900,77,5,5,9600,5240,41,89,1,0,0,0,0
3504,1863713,0.03,0.97,1500,0.87,1,0.497,9,8,4,13600,0,16,258170,202,0.2,52140,6,8990,950,4,7,0,2,4,4,1326,1460,8,0,2890,25000,0,566,84,545,81,15,9,4,19,2,10,16,509,77,42,35,3,17,9,8,0,2,16,67,30,0,0,349,1900,76,8,9,3000,1850,8600,77,9,10,18000,7177,4,33,1,0,0,0,0
3505,3025534,0,1,5500,0.05,1,0.307,46,21,3,9980,0,9,78030,83,0.5,6950,4,4160,1250,0,46,0,1,3,3,0,2260,2,0,0,11650,0,345,82,524,77,7,6,0,8,2,6,6,466,75,26,23,5,6,3,3,0,1,9,29,12,0,1,330,2100,73,3,3,2700,2200,6500,83,3,3,8100,6100,26,86,1,0,0,0,0
3506,974398,0.02,0.98,1600,1.7,1,0.152,45,33,3,10580,0,15,37990,61,0.5,6850,7,120,1350,15,39,0,1,3,3,199709,1190,3,0,0,1150,0,522,84,527,75,14,3,7,23,4,9,16,481,71,16,13,1,8,1,7,0,0,8,13,18,0,0,339,1700,70,7,7,3200,1557,4800,75,1,1,4800,4800,23,133,1,0,0,0,0
3507,2540699,0.01,0.99,1000,0.96,0.92,0.345,28,17,2,12310,0,24,163550,154,1,12090,7,5700,1010,0,28,0,5,12,15,0,0,5,0,0,8730,0,876,101,533,77,11,4,4,12,2,3,5,486,76,37,21,14,15,8,7,1,3,12,39,110,0,1,341,1500,73,7,7,1800,1400,21200,75,8,8,49200,11412,12,19,1,0,0,0,0
3508,745718,0.03,0.59,0,724.14,0.91,0.247,24,17,4,25350,0,49,158810,224,0.35,23930,6,2850,1290,7,20,1,3,3,5,22,3560,7,0,290,21430,0,1705,83,548,78,13,8,4,18,6,11,14,489,77,33,27,5,10,7,3,1,3,22,81,15,5,2,353,3200,70,3,3,3800,2100,5700,81,7,9,19200,7800,12,7,0,0,1,0,0
3509,1857870,0.02,0.98,0,0.78,0.93,0.325,22,14,2,11420,0,14,144800,119,0.45,23290,5,2820,950,5,15,0,3,3,4,349372,820,4,0,0,2600,0,535,89,529,72,4,2,2,7,0,3,3,488,76,32,29,4,13,8,5,0,0,7,53,19,0,0,346,2100,74,5,5,3000,1920,3700,78,8,9,7800,3950,46,104,1,0,0,0,0
3510,2328960,0.03,0.96,0,0.96,0.57,0.497,17,11,4,12370,0,25,316380,203,0.35,70190,7,5180,920,6,8,1,1,8,8,2,2530,9,0,2360,12580,0,1402,82,648,73,19,11,8,28,6,14,19,624,77,48,43,0,21,9,12,0,1,22,47,11,0,0,334,2100,75,12,12,4300,1550,11600,79,9,9,21600,8722,2,88,1,0,0,0,0
3511,1393880,0.01,0.99,0,0.55,0.64,0.319,23,22,3,13820,0,43,173430,204,0.65,2960,7,660,1430,14,22,0,1,2,3,0,530,4,0,0,14120,0,2095,85,612,79,17,7,4,23,6,11,13,580,75,67,57,5,24,6,18,1,3,4,64,27,1,1,353,2300,75,18,18,3100,2105,3200,73,6,7,8400,4716,5,6,1,0,0,0,0
3512,665364,0.01,0.99,0,1.06,0.62,0.444,18,17,3,21220,0,24,221700,163,0.45,51840,5,3390,1180,4,12,0,7,9,9,0,2770,12,0,0,11960,0,1244,99,538,73,15,9,6,17,1,2,7,466,76,74,49,16,23,7,16,5,20,45,53,172,0,36,338,1900,72,16,18,3400,1743,14200,83,7,8,24000,8585,15,4,0,0,1,0,0
3513,2581646,0.01,0.99,0,0.56,0.57,0.305,29,15,4,6240,0,24,80850,128,0.6,7890,8,18140,1180,16,29,0,3,3,4,0,820,3,0,0,9110,0,1345,83,521,76,13,3,3,24,15,17,20,453,73,34,22,5,12,7,5,2,14,15,34,39,1,5,350,2300,71,5,7,3900,1940,7000,77,7,8,22800,9728,1,1,1,0,0,0,0
3514,2111419,0.01,0.99,20000,9.99,0.89,0.397,20,17,3,22560,0,24,210530,180,0.35,42300,7,1970,1200,15,15,0,2,5,10,105006,1430,9,0,200,20190,0,884,82,565,74,25,8,12,38,6,15,27,529,74,67,55,5,21,10,11,4,10,30,77,34,4,2,349,2300,72,11,14,3600,1590,5500,77,10,11,13800,4870,23,16,1,0,0,0,0
3515,1725977,0.01,0.77,2400,0.79,1,0.416,26,13,2,30200,0,16,193060,170,0.3,96800,8,2510,1450,9,9,0,2,4,4,0,2000,5,0,1090,48350,0,537,83,523,75,10,6,4,11,2,3,7,495,73,11,9,2,4,3,1,0,0,5,16,34,0,2,346,2800,70,1,2,2800,2800,5600,76,3,3,9600,5600,7,116,1,0,0,0,0
3516,3247536,0,0.89,8000,2.3,0.88,0.366,13,11,3,15980,0,35,296520,222,0.2,62120,8,23930,1920,8,12,0,1,5,5,0,3710,4,0,0,13720,0,1272,83,531,72,6,4,2,8,2,3,3,493,75,27,25,2,12,1,11,0,0,6,31,13,0,0,355,2400,75,11,14,4000,2190,20400,78,1,1,20400,20400,9,131,0,0,1,0,0
3517,3507221,0.02,0.98,200,3.81,0.5,0.362,13,8,3,8960,0,17,75090,125,0.35,20750,4,1650,890,6,13,0,3,10,10,444497,2060,4,0,0,10900,0,1116,85,533,77,5,3,2,5,0,0,1,490,76,8,7,3,3,0,3,0,0,3,7,4,0,0,266,2100,76,3,3,2300,1866,0,0,0,0,0,0,95,140,1,0,0,0,0
3518,3342004,0.01,0.96,5000,0.91,1,0.372,18,18,3,26200,0,16,254830,146,0.5,20970,8,5810,1220,10,18,2,0,2,2,0,1410,21,0,0,19990,0,553,87,541,74,19,13,6,30,8,17,23,505,75,40,36,1,17,8,9,1,2,13,52,4,1,1,323,2300,73,9,10,5000,2022,10700,77,8,8,15600,6700,8,1,0,0,1,0,0
3519,3362016,0.03,0.97,0,1.27,0.87,0.355,43,31,2,14900,0,26,116610,147,0.45,19750,7,1520,790,3,42,0,1,9,9,6,1430,5,0,650,10650,0,1074,82,528,73,14,5,8,20,2,5,15,469,74,53,47,7,17,3,14,0,1,25,68,35,0,0,346,1600,72,14,14,3600,1371,4500,79,3,3,19200,7933,20,88,1,0,0,0,0
3520,1707633,0.03,0.97,300,0.81,0.71,0.108,54,39,3,12580,0,29,31420,61,0.7,3720,7,380,740,0,54,1,1,4,5,0,700,2,0,0,6210,0,1319,96,553,79,9,5,1,10,3,7,8,498,77,18,11,4,9,4,5,4,5,8,12,16,4,2,337,1500,78,5,5,2600,1660,8800,78,4,6,14400,4675,24,3,0,0,1,0,0
3521,2098406,0.01,0.99,2400,0.71,0.84,0.363,26,26,4,6880,0,38,121010,187,0.35,35570,6,2940,990,12,12,0,1,2,2,192403,1890,5,0,0,4040,0,1439,82,658,79,12,6,3,16,1,4,10,630,73,47,38,0,16,8,8,0,1,17,56,18,5,0,322,2300,70,8,10,4000,1850,6400,79,8,9,14400,5975,23,82,0,1,0,0,0
3522,1551568,0.06,0.59,0,0.24,0.74,0.455,8,10,3,8970,0,28,208790,207,0.25,29060,6,1870,890,6,7,0,0,1,1,47,2750,6,0,1510,31410,0,1220,82,640,81,14,9,4,21,2,11,18,618,74,31,30,0,10,4,6,1,2,13,65,2,1,0,358,2900,72,6,6,6700,2133,9000,78,4,4,15600,9450,7,16,1,0,0,0,0
3523,444545,0.01,0.99,0,0.63,0.63,0.15,76,28,4,9770,0,38,77110,119,0.6,1170,5,1090,1280,2,76,0,1,5,5,0,1050,2,0,0,9170,0,1890,107,623,73,6,2,2,8,3,6,6,587,78,5,3,0,3,1,2,0,0,2,1,2,0,0,273,1800,74,2,2,2000,1800,1800,83,1,1,1800,1800,8,90,1,0,0,0,0
3524,666769,0.02,0.98,200,0.57,0.95,0.405,17,11,2,10210,0,20,103030,181,0.35,17580,7,5340,320,10,17,1,1,1,2,554922,3130,3,0,460,8780,0,694,83,640,76,5,3,1,9,2,4,8,600,75,27,26,0,7,2,5,0,0,6,27,6,0,0,354,1400,74,5,5,1600,1000,3800,84,2,2,4200,3900,1,154,0,0,1,0,0
3525,1443262,0,1,10000,0.52,0.37,0.433,48,24,2,14680,0,24,195110,197,0.35,28790,6,9330,1350,9,15,1,1,3,3,1287,1800,5,0,500,500,0,2055,82,533,76,4,2,2,4,0,1,1,474,75,29,25,1,12,4,8,0,0,8,25,11,0,0,355,2100,72,8,8,3400,1800,7500,83,4,5,19200,9675,33,112,1,0,0,0,0
3526,2359155,0.04,0.96,200,1.42,0.85,0.127,44,26,3,8470,0,33,35370,106,0.65,5320,8,1140,1040,5,22,1,2,2,2,0,410,2,0,110,7530,0,1252,87,534,79,8,5,3,12,0,3,12,494,74,11,9,1,4,2,2,0,1,4,12,6,0,0,281,2300,74,2,2,3400,2300,4900,77,2,2,5400,3900,39,76,1,0,0,0,0
3527,667695,0.01,0.89,0,2.3,0.81,0.658,16,9,3,2240,0,22,419450,297,0.35,62210,8,7190,1090,6,8,1,1,7,7,403,950,12,0,2180,23790,0,898,83,544,76,22,11,10,37,8,18,30,506,74,49,46,1,22,7,15,2,4,23,67,5,3,0,354,1800,69,15,16,4300,1653,17200,79,7,7,33000,17014,9,7,1,0,0,0,0
3528,462966,0,0.86,0,0.37,1,0.48,16,12,2,76590,0,18,275930,237,0.1,74570,5,53070,1640,8,12,0,1,2,2,258473,6940,3,1,13730,39970,0,620,82,556,72,11,4,4,13,4,8,10,522,78,33,31,4,13,4,9,0,2,14,60,7,0,0,352,2500,79,9,9,4400,2233,7100,78,4,4,9000,5350,14,30,0,0,0,1,0
3529,1033277,0.02,0.98,1500,3.76,0.89,0.358,18,13,3,3620,0,16,120810,136,0.6,12790,7,1670,890,8,15,0,2,3,8,237733,580,4,0,0,1440,0,603,85,535,74,27,13,9,36,11,23,27,488,75,42,34,6,17,8,9,0,0,10,41,29,0,0,357,1800,72,9,9,3100,1455,4000,81,8,9,10800,5212,10,119,1,0,0,0,0
